section,token,section_count,overall_count,section_share,overall_share,overrepresentation_ratio
herbal,shodaiin,15,23,0.0013137151865475565,0.0006057892380224932,2.1686010646804816
herbal,s,166,255,0.014538448064459626,0.00671635894329286,2.1646323829934846
herbal,dan,13,20,0.001138553161674549,0.000526773250454342,2.16137239446488
herbal,shaiin,13,20,0.001138553161674549,0.000526773250454342,2.16137239446488
herbal,otchy,31,48,0.002715011385531617,0.0012642558010904207,2.14751744321831
herbal,cthey,32,51,0.0028025923979681207,0.0013432717886585719,2.0863926583069734
herbal,cho,43,69,0.003765983534769662,0.0018173677140674797,2.072218795139127
herbal,qokchy,43,69,0.003765983534769662,0.0018173677140674797,2.072218795139127
herbal,kchey,13,21,0.001138553161674549,0.000553111912977059,2.058449899490362
herbal,sy,21,35,0.0018392012611665792,0.0009218531882950984,1.9951129795060432
herbal,ky,15,25,0.0013137151865475565,0.0006584665630679274,1.9951129795060432
herbal,she,15,25,0.0013137151865475565,0.0006584665630679274,1.9951129795060432
herbal,shol,112,187,0.009809073392888421,0.004925329891748097,1.9915566283839288
herbal,chol,234,396,0.020493956910141883,0.01043011035899597,1.964883994968073
herbal,dor,43,74,0.003765983534769662,0.001949061026681065,1.9322040116837804
herbal,kor,15,26,0.0013137151865475565,0.0006848052255906445,1.9183778649096568
herbal,kol,21,37,0.0018392012611665792,0.0009745305133405326,1.8872690346678787
herbal,tor,13,23,0.001138553161674549,0.0006057892380224932,1.8794542560564174
herbal,choky,22,39,0.0019267822736030828,0.0010272078383859668,1.8757472456894422
herbal,d,29,52,0.002539849360658609,0.001369610451181289,1.8544319360793349
herbal,chain,10,18,0.0008758101243650377,0.0004740959254089077,1.847326832875966
herbal,chky,10,18,0.0008758101243650377,0.0004740959254089077,1.847326832875966
herbal,dchey,10,18,0.0008758101243650377,0.0004740959254089077,1.847326832875966
herbal,cham,11,20,0.0009633911368015414,0.000526773250454342,1.828853564547206
herbal,daiin,474,864,0.04151339989490278,0.022756604419627572,1.824235247465016
herbal,tchey,12,22,0.0010509721492380452,0.0005794505754997761,1.813739072278221
herbal,choty,20,37,0.0017516202487300753,0.0009745305133405326,1.797399080636075
herbal,okam,14,26,0.0012261341741110527,0.0006848052255906445,1.790486007249013
herbal,oky,54,102,0.004729374671571204,0.0026865435773171437,1.760393805446509
herbal,shody,29,55,0.002539849360658609,0.0014486264387494404,1.7532811032022801
herbal,doiin,10,19,0.0008758101243650377,0.0005004345879316248,1.7500991048298624
herbal,ydaiin,11,21,0.0009633911368015414,0.000553111912977059,1.7417652995687678
herbal,ykedy,12,23,0.0010509721492380452,0.0006057892380224932,1.7348808517443852
herbal,dy,141,271,0.01234892275354703,0.007137777543656333,1.7300795209738749
herbal,chody,48,94,0.004203888596952181,0.002475834277135407,1.6979684931966323
herbal,dam,49,98,0.0042914696093886845,0.0025811889272262752,1.6625941495883694
herbal,chodaiin,22,44,0.0019267822736030828,0.0011589011509995522,1.6625941495883694
herbal,ytedy,12,24,0.0010509721492380452,0.0006321279005452104,1.6625941495883692
herbal,keol,10,20,0.0008758101243650377,0.000526773250454342,1.6625941495883692
herbal,y,87,176,0.0076195480819758275,0.004635604603998209,1.6437010342521379
herbal,ody,23,47,0.0020143632860395865,0.0012379171385677036,1.627219805980106
herbal,okchy,19,39,0.0016640392362935715,0.0010272078383859668,1.6199635303681545
herbal,okor,16,34,0.0014012961989840604,0.0008955145257723813,1.56479449373023
herbal,oaiin,12,26,0.0010509721492380452,0.0006848052255906445,1.5347022919277253
herbal,keody,10,22,0.0008758101243650377,0.0005794505754997761,1.5114492268985176
herbal,qotol,21,47,0.0018392012611665792,0.0012379171385677036,1.4857224315470534
herbal,ykar,16,36,0.0014012961989840604,0.0009481918508178154,1.4778614663007728
herbal,oty,51,115,0.004466631634261692,0.003028946190112466,1.4746487239827277
herbal,chety,11,25,0.0009633911368015414,0.0006584665630679274,1.463082851637765
herbal,otor,20,46,0.0017516202487300753,0.0012115784760449865,1.4457340431203212
herbal,cheky,28,65,0.0024522683482221053,0.0017120130639766112,1.4323888057992105
herbal,shdy,19,46,0.0016640392362935715,0.0012115784760449865,1.3734473409643049
herbal,os,14,34,0.0012261341741110527,0.0008955145257723813,1.369195182013951
herbal,dol,48,117,0.004203888596952181,0.0030816235151579,1.3641798150468671
herbal,otol,35,86,0.003065335435277632,0.00226512497695367,1.3532743078044867
herbal,ckhey,13,32,0.001138553161674549,0.000842837200726947,1.3508577465405502
herbal,okchey,13,32,0.001138553161674549,0.000842837200726947,1.3508577465405502
herbal,dain,85,211,0.00744438605710282,0.005557457792293307,1.3395308314219088
herbal,char,29,72,0.002539849360658609,0.0018963837016356309,1.3393119538350753
herbal,chdy,61,152,0.00534244175862673,0.004003476703452999,1.33445056743277
herbal,tol,19,48,0.0016640392362935715,0.0012642558010904207,1.3162203684241256
herbal,odaiin,24,61,0.0021019442984760903,0.001606658413885743,1.308270806233471
herbal,cheor,39,100,0.003415659485023647,0.0026338662522717095,1.296823436678928
herbal,kar,20,52,0.0017516202487300753,0.001369610451181289,1.278918576606438
herbal,qodaiin,16,42,0.0014012961989840604,0.001106223825954118,1.2667383996863768
herbal,taiin,16,42,0.0014012961989840604,0.001106223825954118,1.2667383996863768
herbal,kaiin,24,65,0.0021019442984760903,0.0017120130639766112,1.2277618335421803
herbal,chckhy,51,140,0.004466631634261692,0.0036874127531803936,1.2113185947000975
herbal,dar,115,319,0.010071816430197934,0.008402033344746753,1.1987355937471003
herbal,qo,10,28,0.0008758101243650377,0.0007374825506360788,1.187567249705978
herbal,qoty,31,87,0.002715011385531617,0.0022914636394763873,1.1848372100514817
herbal,ykaiin,16,45,0.0014012961989840604,0.0011852398135222693,1.1822891730406182
herbal,otchey,11,31,0.0009633911368015414,0.00081649853820423,1.1799055255143265
herbal,r,35,99,0.003065335435277632,0.0026075275897489924,1.1755716209210691
herbal,o,32,91,0.0028025923979681207,0.002396818289567256,1.169296984325886
herbal,or,129,367,0.011297950604308986,0.009666289145837174,1.1687991569313332
herbal,ytaiin,15,43,0.0013137151865475565,0.001132562488476835,1.15994940668956
herbal,qokol,35,105,0.003065335435277632,0.002765559564885295,1.1083960997255795
herbal,oteol,14,42,0.0012261341741110527,0.001106223825954118,1.1083960997255795
