token,overall_share,line_initial_share,line_medial_share,line_final_share,single_token_line_share
olkor,0.00010535465009086838,0.00022753128555176336,7.050943063634761e-05,0.0,0.0012315270935960591
olkory,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olkshdy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olkshed,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olkshedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olkshey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olky,0.0005794505754997761,0.0,0.0005288207297726071,0.0011376564277588168,0.0024630541871921183
oll,7.90159875681513e-05,0.0,3.5254715318173806e-05,0.0004550625711035267,0.0
ollain,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ollchy,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
olldy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olo,0.0001316933126135855,0.00022753128555176336,0.00010576414595452142,0.00022753128555176336,0.0
oloaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olockhy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oloeedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oloeeedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oloeeey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oloeorain,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oloesdr,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olohy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oloiin,0.0001316933126135855,0.0,0.00010576414595452142,0.0004550625711035267,0.0
oloiir,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oloin,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oloiram,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olokar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oloky,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
olol,0.0004740959254089077,0.00022753128555176336,0.00031729243786356425,0.0015927189988623437,0.0012315270935960591
ololary,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
ololchey,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
ololdal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ololdy,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
olols,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
ololy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olom,7.90159875681513e-05,0.0,0.0,0.0006825938566552901,0.0
olor,0.00081649853820423,0.0006825938566552901,0.0007050943063634761,0.0015927189988623437,0.0012315270935960591
oloraiin,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olord,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oloro,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olorol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olos,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
olotchedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oloy,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.0,0.0012315270935960591
olpair,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olpchdy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olpchedy,0.00010535465009086838,0.0,0.00014101886127269522,0.0,0.0
olpcheey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olpchesd,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olpchey,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
olpoikhy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olpshedy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olpshy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olqo,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olr,0.0001580319751363026,0.00022753128555176336,0.00014101886127269522,0.00022753128555176336,0.0
olraiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olrodar,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
ols,0.0004740959254089077,0.0004550625711035267,0.00031729243786356425,0.0015927189988623437,0.0
olsaiin,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.0,0.0012315270935960591
olsain,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olsaly,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olsar,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
olseeg,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olsey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olshalsy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
olshdy,0.00010535465009086838,0.0,0.00010576414595452142,0.00022753128555176336,0.0
olshed,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
olshedy,0.0006057892380224932,0.0004550625711035267,0.0005993301604089547,0.0009101251422070534,0.0
olsheed,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
olsheedy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
olsheeosol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olshees,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
olsheey,0.0001843706376590197,0.0,0.00024678300722721664,0.0,0.0
olsheod,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olsheody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olsheol,0.00010535465009086838,0.0006825938566552901,3.5254715318173806e-05,0.0,0.0
olsheor,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
olshey,0.00028972528774988805,0.0004550625711035267,0.00024678300722721664,0.0004550625711035267,0.0
olshly,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olsho,7.90159875681513e-05,0.00022753128555176336,7.050943063634761e-05,0.0,0.0
olshty,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olshy,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
olsy,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.0,0.0012315270935960591
oltaiin,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oltain,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oltal,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oltam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oltar,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
oltchdy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oltchedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oltcheey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oltchey,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oltchy,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oltedy,0.0001316933126135855,0.0,0.00014101886127269522,0.00022753128555176336,0.0
olteedam,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
olteedy,7.90159875681513e-05,0.00022753128555176336,7.050943063634761e-05,0.0,0.0
olteeedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olteey,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
olteody,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oltey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oltoiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oltshedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oltshey,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oltsho,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oltshsey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
olty,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oltydy,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
oly,0.0015013037637948744,0.0,0.0006345848757271285,0.008873720136518772,0.0
olytol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
om,0.0005794505754997761,0.00022753128555176336,0.00021152829190904283,0.0034129692832764505,0.0
omam,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oochockhy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ooeeor,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
ookam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oolals,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oolsal,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
ooooooooolar,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
oor,7.90159875681513e-05,0.00022753128555176336,7.050943063634761e-05,0.0,0.0
ooror,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
ootady,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
op,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opa,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opaichy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opaiim,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opaiin,0.00034240261279532225,0.0,0.00038780186849991186,0.00022753128555176336,0.0012315270935960591
opaiinar,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opaiir,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opaiiral,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opaiis,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opail,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opailo,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opaim,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opain,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opair,0.00010535465009086838,0.0,0.00014101886127269522,0.0,0.0
opairaly,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opairam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opakam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opal,0.00023704796270445386,0.00022753128555176336,0.00021152829190904283,0.0004550625711035267,0.0
opalal,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.0,0.0012315270935960591
opalam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opalar,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
opalchdy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opaldaiin,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opaldy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opalefom,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opalg,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opalkaiin,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opalkam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opalkar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opalke,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opaloiiry,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opalor,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
opals,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opalshedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opaly,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opam,0.00010535465009086838,0.0,0.0,0.0009101251422070534,0.0
opar,0.000263386625227171,0.00022753128555176336,0.00031729243786356425,0.0,0.0
oparairdly,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
oparal,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
oparam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opary,7.90159875681513e-05,0.0,0.0,0.0006825938566552901,0.0
opasy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opch,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchaikhy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchal,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
opchaldy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchaly,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchar,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opcharoiin,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opchdain,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opchdal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchdar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchdard,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opchdy,0.0005004345879316248,0.0,0.0005288207297726071,0.0009101251422070534,0.0
opcheaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchealol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchear,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opcheas,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opched,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opchedaiin,0.00010535465009086838,0.0,0.00014101886127269522,0.0,0.0
opchedal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheddl,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchedy,0.0013169331261358547,0.0,0.0016922263352723427,0.0004550625711035267,0.0
opcheear,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheed,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheedoy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opcheedy,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
opcheeky,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheeo,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheeol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchees,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheey,0.0001316933126135855,0.0004550625711035267,0.00010576414595452142,0.0,0.0
opchekaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchekan,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheo,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheocf,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheodair,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheodal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheody,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
opcheol,0.00021070930018173676,0.0,0.00028203772254539045,0.0,0.0
opcheolfy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcheor,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.0,0.0012315270935960591
opchepy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opches,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opchety,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchey,0.0007638212131587958,0.00022753128555176336,0.0009518773135906928,0.00022753128555176336,0.0
opcho,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchod,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchody,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
opchol,0.0001580319751363026,0.00022753128555176336,0.00017627357659086903,0.0,0.0
opcholalaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opcholdg,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opcholdy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opcholor,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opchor,0.0001580319751363026,0.0,0.00017627357659086903,0.0,0.0012315270935960591
opchordy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opchosam,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opchsd,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opchsey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opchy,0.00039507993784075645,0.0,0.00038780186849991186,0.0006825938566552901,0.0012315270935960591
opchytcy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opcsedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opdaiin,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
opdaildo,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opdairody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opdarshdy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opocphor,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
opod,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opodaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opodchol,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
opoees,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opoeey,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
opoiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opoiisooin,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
opol,0.00010535465009086838,0.00022753128555176336,0.00010576414595452142,0.0,0.0
opolaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opolkeor,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
opolkod,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opoloiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opolsy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opoly,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
opom,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opomdy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
opor,0.00021070930018173676,0.00022753128555176336,0.00021152829190904283,0.0,0.0012315270935960591
oporaiin,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oporar,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oporody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opotey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opshdy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opshed,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opshedal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opshedy,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opsheolaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opshes,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opshey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opsheytey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opsho,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opshody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opshol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opsholal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opy,0.0001843706376590197,0.0,0.00010576414595452142,0.0009101251422070534,0.0
opyaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opydaiin,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
opydg,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opydy,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
opykey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
opys,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
oqaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqekain,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
oqo,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqockhy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqoeeol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqoeeosain,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oqofchedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqokain,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
oqokar,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oqokeey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqokeol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqoky,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqol,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
oqoor,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqotaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oqotaly,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
oqotar,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
oqotoiiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
or,0.009666289145837174,0.007053469852104664,0.011140490040542923,0.004323094425483504,0.0012315270935960591
oracphy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orai,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oraiiin,0.00010535465009086838,0.0,0.00010576414595452142,0.00022753128555176336,0.0
oraiin,0.0010008691758632497,0.0006825938566552901,0.0009871320289088666,0.0013651877133105802,0.0012315270935960591
oraiino,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oraiiny,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
orain,0.0007111438881133616,0.0011376564277588168,0.0004935660144544333,0.0018202502844141069,0.0
orair,0.0001316933126135855,0.0,0.00017627357659086903,0.0,0.0
orairody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oral,0.000263386625227171,0.00022753128555176336,0.00017627357659086903,0.0004550625711035267,0.0024630541871921183
oralady,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oralar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oralaror,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
orald,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
oraloly,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oraly,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
oram,0.000263386625227171,0.0,0.0,0.0020477815699658703,0.0012315270935960591
oran,5.267732504543419e-05,0.0,0.0,0.0,0.0024630541871921183
oranol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
orar,0.000263386625227171,0.0004550625711035267,0.00014101886127269522,0.0006825938566552901,0.0012315270935960591
orara,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
oraro,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oraroekeol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orarol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orarorchy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orary,5.267732504543419e-05,0.0,0.0,0.00022753128555176336,0.0012315270935960591
oraryteop,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
orasaly,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
orchaiin,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
orchcthdy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orchcthy,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
orchedal,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
orchedar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orchedy,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
orcheey,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
orcheo,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
orcheol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orcheory,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orcheos,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
orchey,0.0001580319751363026,0.0,0.00021152829190904283,0.0,0.0
orchl,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orcho,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
orchoer,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
orchor,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orchsey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ordaiin,5.267732504543419e-05,0.0,0.0,0.00022753128555176336,0.0012315270935960591
ordy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ore,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oreeem,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oreeey,7.90159875681513e-05,0.0004550625711035267,0.0,0.0,0.0012315270935960591
oreey,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
oreso,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
orey,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
org,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oriid,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
oriim,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
